,Unnamed: 0,carat,cut,color,clarity,depth,table,cost,x,y,z,Zeroes,ones
45855,45856,0,Ideal,D,SI1,62.6,55.0,1715,5.23,5.19,3.26,45855,2102681025
45856,45857,0,Very Good,H,VVS1,63.3,57.0,1715,5.06,5.02,3.19,45856,2102772736
45857,45858,0,Premium,F,VS1,58.0,59.0,1715,5.3,5.22,3.05,45857,2102864449
45858,45859,0,Very Good,G,SI2,63.2,57.0,1715,5.66,5.59,3.55,45858,2102956164
45859,45860,0,Very Good,G,SI2,63.4,57.0,1715,5.62,5.58,3.55,45859,2103047881
45860,45861,0,Fair,G,I1,64.5,57.0,1715,5.86,5.83,3.77,45860,2103139600
45861,45862,0,Premium,F,VS1,61.6,58.0,1715,5.11,5.06,3.13,45861,2103231321
45862,45863,0,Premium,I,SI2,63.0,56.0,1715,5.71,5.63,3.57,45862,2103323044
45863,45864,0,Very Good,D,VS1,63.1,57.0,1715,5.04,5.0,3.17,45863,2103414769
45864,45865,0,Premium,E,SI2,61.3,59.0,1715,5.48,5.39,3.33,45864,2103506496
45865,45866,0,Fair,F,VS2,59.6,60.0,1715,4.42,4.34,2.61,45865,2103598225
45866,45867,0,Very Good,D,I1,59.7,63.0,1715,5.8,5.7,3.43,45866,2103689956
45867,45868,0,Ideal,D,VS2,62.9,56.0,1716,5.1,5.07,3.2,45867,2103781689
45868,45869,0,Ideal,D,VS2,61.4,57.0,1716,5.13,5.16,3.16,45868,2103873424
45869,45870,0,Very Good,D,VS2,62.0,59.0,1716,5.08,5.12,3.16,45869,2103965161
45870,45871,0,Premium,D,VS2,62.7,59.0,1716,5.05,5.09,3.18,45870,2104056900
45871,45872,0,Premium,D,VS2,62.0,60.0,1716,5.07,5.12,3.16,45871,2104148641
45872,45873,0,Ideal,E,VS1,61.9,56.0,1716,5.09,5.12,3.16,45872,2104240384
45873,45874,0,Premium,D,VS2,60.9,58.0,1716,5.18,5.14,3.14,45873,2104332129
45874,45875,0,Ideal,D,VS2,61.9,55.0,1716,5.19,5.15,3.2,45874,2104423876
45875,45876,0,Very Good,E,VS1,60.0,57.0,1717,5.18,5.25,3.13,45875,2104515625
45876,45877,0,Very Good,E,VS1,61.0,59.0,1717,5.13,5.17,3.14,45876,2104607376
45877,45878,0,Premium,G,SI2,59.9,59.0,1717,5.79,5.82,3.48,45877,2104699129
45878,45879,0,Premium,G,VS2,62.6,56.0,1717,5.39,5.34,3.36,45878,2104790884
45879,45880,0,Ideal,D,VS2,60.3,57.0,1718,5.42,5.4,3.26,45879,2104882641
45880,45881,0,Ideal,D,VVS1,61.5,55.0,1718,4.61,4.63,2.84,45880,2104974400
45881,45882,0,Ideal,G,SI1,61.8,56.0,1718,5.37,5.39,3.32,45881,2105066161
45882,45883,0,Ideal,F,SI1,61.7,56.0,1718,5.3,5.26,3.25,45882,2105157924
45883,45884,0,Very Good,E,VS2,61.6,60.0,1719,5.23,5.27,3.23,45883,2105249689
45884,45885,0,Ideal,G,VS2,61.1,56.0,1719,5.4,5.43,3.31,45884,2105341456
45885,45886,0,Ideal,G,VS2,60.6,55.0,1719,5.42,5.45,3.3,45885,2105433225
45886,45887,0,Premium,H,VS2,62.8,59.0,1719,5.44,5.3,3.37,45886,2105524996
45887,45888,0,Ideal,I,VS1,62.7,57.0,1720,5.17,5.14,3.23,45887,2105616769
45888,45889,0,Ideal,J,VVS2,61.6,57.0,1720,5.25,5.23,3.23,45888,2105708544
45889,45890,0,Very Good,D,SI1,63.5,58.0,1720,5.29,5.32,3.37,45889,2105800321
45890,45891,0,Ideal,H,VS1,61.3,55.1,1720,5.34,5.42,3.29,45890,2105892100
45891,45892,0,Premium,F,VS2,60.7,59.0,1720,5.18,5.14,3.13,45891,2105983881
45892,45893,0,Ideal,F,VS2,62.5,54.0,1720,5.17,5.14,3.22,45892,2106075664
45893,45894,0,Premium,F,VS2,62.1,59.0,1720,5.15,5.12,3.19,45893,2106167449
45894,45895,0,Premium,F,VS2,62.2,58.0,1720,5.17,5.12,3.2,45894,2106259236
45895,45896,0,Ideal,D,SI1,60.9,57.0,1720,5.21,5.17,3.16,45895,2106351025
45896,45897,0,Ideal,D,SI1,61.5,55.0,1720,5.22,5.19,3.2,45896,2106442816
45897,45898,0,Ideal,D,SI1,60.0,56.0,1720,5.24,5.19,3.13,45897,2106534609
45898,45899,0,Premium,D,SI1,61.4,58.0,1720,5.19,5.16,3.18,45898,2106626404
45899,45900,0,Ideal,D,SI1,61.8,57.0,1720,5.19,5.14,3.19,45899,2106718201
45900,45901,0,Ideal,D,SI1,62.4,56.0,1720,5.17,5.12,3.21,45900,2106810000
45901,45902,0,Ideal,D,SI1,62.2,57.0,1720,5.16,5.13,3.2,45901,2106901801
45902,45903,0,Ideal,D,SI1,62.7,56.0,1720,5.17,5.14,3.23,45902,2106993604
45903,45904,0,Ideal,D,SI1,62.4,57.0,1720,5.18,5.14,3.22,45903,2107085409
45904,45905,0,Premium,D,SI1,60.2,62.0,1720,5.31,5.25,3.18,45904,2107177216
45905,45906,0,Good,G,SI2,57.9,63.0,1720,6.05,6.0,3.49,45905,2107269025
45906,45907,0,Ideal,E,SI1,61.5,56.0,1720,5.26,5.22,3.23,45906,2107360836
45907,45908,0,Premium,H,VS1,62.6,59.0,1720,5.22,5.19,3.26,45907,2107452649
45908,45909,0,Fair,I,SI1,65.0,56.0,1720,5.6,5.5,3.61,45908,2107544464
45909,45910,0,Premium,D,SI1,58.7,58.0,1720,5.32,5.28,3.11,45909,2107636281
45910,45911,0,Premium,E,VS2,60.9,60.0,1721,5.16,5.22,3.16,45910,2107728100
45911,45912,0,Ideal,E,VS2,61.3,55.0,1721,5.2,5.24,3.2,45911,2107819921
45912,45913,0,Ideal,G,VS1,62.7,55.0,1721,5.16,5.18,3.24,45912,2107911744
45913,45914,0,Premium,G,VS1,62.4,58.0,1721,5.16,5.2,3.23,45913,2108003569
45914,45915,0,Ideal,E,VS2,60.0,57.0,1721,5.24,5.3,3.16,45914,2108095396
45915,45916,0,Ideal,E,VS2,61.9,56.0,1721,5.19,5.21,3.22,45915,2108187225
45916,45917,0,Ideal,E,VS2,61.4,56.0,1721,5.18,5.25,3.2,45916,2108279056
45917,45918,0,Ideal,G,VS1,61.9,56.0,1721,5.19,5.21,3.22,45917,2108370889
45918,45919,0,Ideal,G,VS1,62.1,57.0,1721,5.16,5.18,3.21,45918,2108462724
45919,45920,0,Very Good,E,VS2,61.6,57.0,1721,5.18,5.21,3.2,45919,2108554561
45920,45921,0,Ideal,E,VS2,62.1,56.0,1721,5.17,5.2,3.22,45920,2108646400
45921,45922,0,Ideal,E,VS2,61.9,55.0,1721,5.19,5.22,3.22,45921,2108738241
45922,45923,0,Ideal,E,VS2,61.4,56.0,1721,5.21,5.24,3.21,45922,2108830084
45923,45924,0,Ideal,G,VS1,62.6,54.0,1721,5.16,5.19,3.24,45923,2108921929
45924,45925,0,Ideal,E,VS2,62.4,56.0,1721,5.16,5.2,3.23,45924,2109013776
45925,45926,0,Ideal,G,VS1,61.8,55.0,1721,5.17,5.22,3.21,45925,2109105625
45926,45927,0,Premium,E,VS2,59.8,58.0,1721,5.26,5.27,3.15,45926,2109197476
45927,45928,0,Ideal,E,VS2,62.7,54.0,1721,5.15,5.18,3.24,45927,2109289329
45928,45929,0,Very Good,G,VS1,60.1,58.0,1721,5.27,5.32,3.18,45928,2109381184
45929,45930,0,Ideal,G,VS1,61.9,56.0,1721,5.17,5.2,3.21,45929,2109473041
45930,45931,0,Very Good,E,SI1,60.1,59.0,1721,5.48,5.51,3.3,45930,2109564900
45931,45932,0,Ideal,G,VS1,61.6,54.0,1721,5.21,5.24,3.22,45931,2109656761
45932,45933,0,Ideal,E,VS1,61.8,53.0,1721,4.99,5.04,3.1,45932,2109748624
45933,45934,0,Ideal,G,VS2,62.2,54.0,1721,5.12,5.07,3.17,45933,2109840489
45934,45935,0,Very Good,D,VS2,63.2,56.0,1722,5.04,5.08,3.2,45934,2109932356
45935,45936,0,Very Good,G,VS1,60.2,55.0,1722,5.25,5.28,3.17,45935,2110024225
45936,45937,0,Very Good,F,VS1,63.3,59.0,1722,5.09,5.12,3.23,45936,2110116096
45937,45938,0,Very Good,F,IF,60.0,58.0,1722,4.87,4.9,2.93,45937,2110207969
45938,45939,0,Ideal,D,VS2,61.7,55.0,1722,5.2,5.24,3.22,45938,2110299844
45939,45940,0,Ideal,G,VS1,61.4,56.0,1722,5.18,5.21,3.19,45939,2110391721
45940,45941,0,Ideal,G,VS1,61.6,56.0,1722,5.18,5.22,3.2,45940,2110483600
45941,45942,0,Ideal,G,VS1,61.9,55.0,1722,5.16,5.18,3.2,45941,2110575481
45942,45943,0,Very Good,G,VVS2,62.4,56.0,1723,5.06,5.1,3.17,45942,2110667364
45943,45944,0,Very Good,F,VS2,61.8,58.0,1723,5.35,5.4,3.32,45943,2110759249
45944,45945,0,Very Good,H,VVS2,59.8,57.0,1723,5.39,5.48,3.25,45944,2110851136
45945,45946,0,Ideal,F,VS2,62.6,55.0,1723,5.25,5.29,3.3,45945,2110943025
45946,45947,0,Premium,D,SI1,61.9,58.0,1723,5.27,5.33,3.28,45946,2111034916
45947,45948,0,Ideal,D,SI1,62.5,56.0,1723,5.24,5.26,3.28,45947,2111126809
45948,45949,0,Ideal,D,SI1,61.2,56.0,1723,5.31,5.34,3.26,45948,2111218704
45949,45950,0,Ideal,F,VS2,61.3,54.0,1723,5.34,5.37,3.28,45949,2111310601
45950,45951,0,Very Good,D,SI1,59.9,60.0,1723,5.33,5.39,3.21,45950,2111402500
45951,45952,0,Premium,D,SI1,60.6,59.0,1723,5.34,5.36,3.24,45951,2111494401
45952,45953,0,Ideal,D,SI1,60.5,57.0,1723,5.31,5.36,3.23,45952,2111586304
45953,45954,0,Premium,D,SI1,60.8,60.0,1723,5.29,5.31,3.22,45953,2111678209
45954,45955,0,Ideal,D,SI1,62.3,56.0,1723,5.26,5.33,3.3,45954,2111770116
45955,45956,0,Ideal,H,VVS1,61.2,57.0,1723,5.21,5.25,3.2,45955,2111862025
45956,45957,0,Ideal,F,VS2,62.1,57.0,1723,5.28,5.29,3.28,45956,2111953936
45957,45958,0,Ideal,F,VS2,61.6,55.0,1723,5.29,5.32,3.27,45957,2112045849
45958,45959,0,Ideal,D,SI1,61.4,57.0,1723,5.31,5.34,3.27,45958,2112137764
45959,45960,0,Premium,D,SI1,61.4,58.0,1723,5.29,5.33,3.26,45959,2112229681
45960,45961,0,Ideal,F,VVS2,61.7,59.0,526,4.01,4.03,2.48,45960,2112321600
45961,45962,0,Ideal,E,VVS2,61.7,58.0,526,3.96,4.01,2.46,45961,2112413521
45962,45963,0,Ideal,E,VVS2,61.3,57.0,526,4.0,4.02,2.46,45962,2112505444
45963,45964,0,Ideal,D,VVS2,61.0,57.0,526,4.03,4.07,2.47,45963,2112597369
45964,45965,0,Ideal,F,VVS1,61.8,59.0,526,4.0,4.03,2.48,45964,2112689296
45965,45966,0,Ideal,H,SI1,61.3,57.0,526,4.54,4.55,2.78,45965,2112781225
45966,45967,0,Good,E,VVS1,58.0,60.0,526,4.08,4.12,2.38,45966,2112873156
45967,45968,0,Very Good,J,SI1,63.3,56.0,526,4.53,4.5,2.86,45967,2112965089
45968,45969,0,Very Good,D,SI1,63.0,57.0,526,4.35,4.38,2.75,45968,2113057024
45969,45970,0,Very Good,E,SI1,62.4,58.0,526,4.24,4.28,2.66,45969,2113148961
45970,45971,0,Good,G,VS2,63.5,55.0,526,4.22,4.25,2.69,45970,2113240900
45971,45972,0,Premium,H,VS1,62.3,58.0,526,4.26,4.28,2.66,45971,2113332841
45972,45973,0,Good,E,SI1,63.2,57.0,526,4.25,4.3,2.7,45972,2113424784
45973,45974,0,Premium,E,SI1,62.5,60.0,526,4.24,4.27,2.66,45973,2113516729
45974,45975,0,Very Good,G,VS2,60.6,60.0,526,4.3,4.34,2.62,45974,2113608676
45975,45976,0,Very Good,H,VS1,62.0,58.0,526,4.24,4.28,2.64,45975,2113700625
45976,45977,0,Very Good,H,VS1,60.1,61.0,526,4.3,4.32,2.59,45976,2113792576
45977,45978,0,Premium,H,VS1,61.0,58.0,526,4.28,4.31,2.62,45977,2113884529
45978,45979,0,Ideal,H,VS1,62.1,54.0,526,4.32,4.35,2.69,45978,2113976484
45979,45980,0,Premium,E,SI1,61.3,60.0,526,4.27,4.31,2.63,45979,2114068441
45980,45981,0,Good,E,SI1,63.8,55.0,526,4.25,4.28,2.72,45980,2114160400
45981,45982,0,Very Good,H,VS1,62.9,54.0,526,4.28,4.31,2.7,45981,2114252361
45982,45983,0,Good,H,VS1,63.2,56.0,526,4.25,4.29,2.7,45982,2114344324
45983,45984,0,Good,H,VS1,63.4,53.0,526,4.25,4.3,2.71,45983,2114436289
45984,45985,0,Ideal,H,VS1,61.6,57.0,526,4.3,4.33,2.66,45984,2114528256
45985,45986,0,Very Good,H,VS1,62.9,56.0,526,4.22,4.27,2.67,45985,2114620225
45986,45987,0,Premium,G,VS2,61.9,58.0,526,4.3,4.33,2.67,45986,2114712196
45987,45988,0,Good,H,VS1,63.3,56.0,526,4.26,4.3,2.71,45987,2114804169
45988,45989,0,Good,E,SI1,63.4,56.0,526,4.23,4.25,2.69,45988,2114896144
45989,45990,0,Very Good,H,VS1,63.0,58.0,526,4.23,4.28,2.68,45989,2114988121
45990,45991,0,Ideal,F,VS2,61.3,55.0,1723,5.22,5.25,3.21,45990,2115080100
45991,45992,0,Fair,J,SI1,63.0,57.0,1723,5.55,5.6,3.51,45991,2115172081
45992,45993,0,Fair,E,SI2,58.7,68.0,1723,5.77,5.72,3.37,45992,2115264064
45993,45994,0,Ideal,E,VS1,62.2,57.0,1724,5.13,5.1,3.18,45993,2115356049
45994,45995,0,Ideal,E,VS1,62.3,55.0,1724,5.12,5.09,3.18,45994,2115448036
45995,45996,0,Very Good,G,VVS2,60.5,59.0,1724,5.24,5.29,3.19,45995,2115540025
45996,45997,0,Very Good,D,SI1,60.0,59.8,1724,5.25,5.26,3.15,45996,2115632016
45997,45998,0,Ideal,G,VS1,61.8,56.0,1724,5.21,5.26,3.24,45997,2115724009
45998,45999,0,Ideal,F,VS1,61.8,54.0,1724,5.24,5.27,3.25,45998,2115816004
45999,46000,0,Premium,I,SI2,62.1,60.0,1724,5.65,5.62,3.5,45999,2115908001
46000,46001,0,Very Good,E,VS2,61.2,57.0,1725,5.22,5.27,3.21,46000,2116000000
46001,46002,0,Very Good,F,SI1,61.2,58.0,1725,5.54,5.6,3.41,46001,2116092001
46002,46003,0,Ideal,G,VS2,61.0,55.0,1725,5.38,5.4,3.29,46002,2116184004
46003,46004,0,Ideal,D,VS2,61.2,56.0,1725,5.24,5.28,3.22,46003,2116276009
46004,46005,0,Ideal,H,VS2,61.7,55.0,1725,5.37,5.34,3.3,46004,2116368016
46005,46006,0,Very Good,E,SI1,63.3,60.0,1726,5.36,5.29,3.37,46005,2116460025
46006,46007,0,Very Good,H,VVS2,60.2,56.0,1726,5.41,5.44,3.27,46006,2116552036
46007,46008,0,Very Good,H,VVS2,62.2,56.0,1726,5.32,5.35,3.31,46007,2116644049
46008,46009,0,Very Good,E,VS2,61.5,59.0,1726,5.21,5.23,3.21,46008,2116736064
46009,46010,0,Ideal,G,VS1,61.7,57.0,1726,5.23,5.25,3.23,46009,2116828081
46010,46011,0,Ideal,E,VS1,61.3,56.0,1726,5.18,5.22,3.19,46010,2116920100
46011,46012,0,Very Good,G,VS1,63.2,55.0,1727,5.15,5.13,3.25,46011,2117012121
46012,46013,0,Ideal,G,VS1,61.7,55.0,1727,5.22,5.18,3.21,46012,2117104144
46013,46014,0,Ideal,G,VS1,61.6,57.0,1727,5.24,5.21,3.22,46013,2117196169
46014,46015,0,Premium,G,VS1,63.0,58.0,1727,5.17,5.15,3.25,46014,2117288196
46015,46016,0,Premium,E,VS2,58.3,62.0,1727,5.31,5.26,3.08,46015,2117380225
46016,46017,0,Premium,E,VS2,61.4,55.0,1727,5.24,5.21,3.21,46016,2117472256
46017,46018,0,Ideal,E,VS2,61.0,57.0,1727,5.26,5.23,3.2,46017,2117564289
46018,46019,0,Ideal,E,VS2,62.0,55.0,1727,5.21,5.17,3.22,46018,2117656324
46019,46020,0,Good,E,VS2,63.7,55.0,1727,5.15,5.12,3.27,46019,2117748361
46020,46021,0,Ideal,E,VS2,62.5,57.0,1727,5.18,5.16,3.23,46020,2117840400
46021,46022,0,Very Good,G,VS1,63.4,56.0,1727,5.15,5.1,3.25,46021,2117932441
46022,46023,0,Ideal,E,VS2,61.6,56.0,1728,5.34,5.38,3.3,46022,2118024484
46023,46024,0,Ideal,E,VS2,60.8,56.0,1728,5.35,5.4,3.27,46023,2118116529
46024,46025,0,Ideal,E,VS2,60.4,57.0,1728,5.36,5.4,3.25,46024,2118208576
46025,46026,0,Ideal,F,VS1,61.7,55.0,1728,5.13,5.17,3.18,46025,2118300625
46026,46027,0,Ideal,G,VS2,61.8,57.0,1728,5.32,5.3,3.28,46026,2118392676
46027,46028,0,Ideal,I,VVS1,61.7,56.0,1728,5.35,5.31,3.29,46027,2118484729
46028,46029,0,Premium,I,VVS1,62.1,58.0,1728,5.32,5.25,3.28,46028,2118576784
46029,46030,0,Ideal,G,VS2,61.8,56.0,1728,5.35,5.3,3.29,46029,2118668841
46030,46031,0,Ideal,G,VS2,61.6,57.0,1728,5.36,5.32,3.29,46030,2118760900
46031,46032,0,Premium,G,VS2,59.7,59.0,1728,5.41,5.37,3.22,46031,2118852961
46032,46033,0,Premium,G,VS2,62.8,57.0,1728,5.28,5.23,3.3,46032,2118945024
46033,46034,0,Premium,G,VS2,62.6,55.0,1728,5.31,5.26,3.31,46033,2119037089
46034,46035,0,Premium,G,VS2,62.1,57.0,1728,5.3,5.27,3.28,46034,2119129156
46035,46036,0,Premium,E,SI1,60.3,57.0,1728,5.4,5.34,3.24,46035,2119221225
46036,46037,0,Ideal,E,SI1,62.1,56.0,1728,5.33,5.3,3.3,46036,2119313296
46037,46038,0,Ideal,E,SI1,61.9,56.0,1728,5.35,5.32,3.3,46037,2119405369
46038,46039,0,Ideal,E,SI1,61.8,57.0,1728,5.33,5.28,3.28,46038,2119497444
46039,46040,0,Premium,E,SI1,61.4,58.0,1728,5.34,5.28,3.26,46039,2119589521
46040,46041,0,Good,H,VS1,63.7,51.0,1728,5.36,5.29,3.39,46040,2119681600
46041,46042,0,Premium,D,SI1,61.7,59.0,1728,5.3,5.23,3.25,46041,2119773681
46042,46043,0,Very Good,G,VVS2,61.3,57.0,1729,5.12,5.15,3.15,46042,2119865764
46043,46044,0,Ideal,F,VS2,62.3,55.0,1729,5.32,5.28,3.3,46043,2119957849
46044,46045,0,Ideal,D,SI1,62.5,56.0,1729,5.28,5.24,3.29,46044,2120049936
46045,46046,0,Ideal,H,SI1,62.0,55.0,1730,5.16,5.2,3.21,46045,2120142025
46046,46047,0,Premium,D,SI2,61.0,61.0,1730,5.81,5.74,3.52,46046,2120234116
46047,46048,0,Ideal,H,VS1,61.9,55.0,1731,5.18,5.21,3.22,46047,2120326209
46048,46049,0,Ideal,F,VS1,61.0,56.0,1731,5.14,5.15,3.14,46048,2120418304
46049,46050,0,Ideal,F,VS1,62.1,55.0,1731,5.08,5.12,3.17,46049,2120510401
46050,46051,0,Very Good,E,VS2,60.7,58.0,1732,5.37,5.33,3.25,46050,2120602500
46051,46052,0,Ideal,E,VS1,62.6,55.0,1732,5.2,5.22,3.26,46051,2120694601
46052,46053,0,Ideal,E,SI1,61.4,56.0,1732,5.14,5.16,3.16,46052,2120786704
46053,46054,0,Ideal,E,SI1,61.7,56.0,1732,5.13,5.17,3.18,46053,2120878809
46054,46055,0,Premium,I,VVS1,60.1,58.0,1733,5.26,5.23,3.15,46054,2120970916
46055,46056,0,Premium,E,VS2,61.4,56.0,1733,5.18,5.15,3.17,46055,2121063025
46056,46057,0,Ideal,E,VS2,62.8,56.0,1733,5.14,5.11,3.22,46056,2121155136
46057,46058,0,Ideal,G,IF,62.1,56.0,1733,4.96,4.93,3.07,46057,2121247249
46058,46059,0,Fair,E,SI1,59.5,64.0,1733,5.65,5.39,3.31,46058,2121339364
46059,46060,0,Very Good,H,VS2,61.8,57.0,1734,5.47,5.5,3.39,46059,2121431481
46060,46061,0,Good,D,VS2,63.4,55.0,1734,5.11,5.23,3.28,46060,2121523600
46061,46062,0,Premium,D,VS2,59.9,58.0,1734,5.26,5.29,3.16,46061,2121615721
46062,46063,0,Very Good,J,SI1,63.0,56.0,1735,5.61,5.66,3.55,46062,2121707844
46063,46064,0,Premium,J,SI1,61.3,59.0,1735,5.73,5.75,3.52,46063,2121799969
46064,46065,0,Premium,E,VS2,60.1,59.0,1735,5.36,5.29,3.2,46064,2121892096
46065,46066,0,Very Good,G,VS1,62.2,63.0,1736,5.22,5.13,3.22,46065,2121984225
46066,46067,0,Very Good,F,I1,63.2,61.0,1736,5.57,5.48,3.49,46066,2122076356
46067,46068,0,Ideal,G,SI1,61.9,55.0,1736,5.24,5.26,3.25,46067,2122168489
46068,46069,0,Good,E,VS2,61.4,62.0,1736,5.34,5.28,3.26,46068,2122260624
46069,46070,0,Ideal,E,VVS2,62.6,55.0,1736,4.95,4.92,3.09,46069,2122352761
46070,46071,0,Premium,F,VVS1,61.4,57.0,1736,4.99,4.95,3.05,46070,2122444900
46071,46072,0,Premium,F,SI1,60.9,56.0,1736,5.58,5.56,3.39,46071,2122537041
46072,46073,0,Premium,F,SI1,59.1,57.0,1736,5.64,5.6,3.32,46072,2122629184
46073,46074,0,Ideal,F,VS2,62.9,55.0,1736,5.12,5.08,3.21,46073,2122721329
46074,46075,0,Premium,F,VS2,61.4,59.0,1736,5.12,5.1,3.14,46074,2122813476
46075,46076,0,Premium,D,VVS1,61.5,55.0,1736,5.02,4.97,3.07,46075,2122905625
46076,46077,0,Ideal,D,SI1,61.1,57.0,1737,5.36,5.41,3.29,46076,2122997776
46077,46078,0,Ideal,G,VS2,61.3,56.0,1737,5.18,5.21,3.18,46077,2123089929
46078,46079,0,Ideal,F,VS2,61.6,55.0,1737,5.35,5.37,3.3,46078,2123182084
46079,46080,0,Ideal,G,SI1,61.6,55.0,1737,5.55,5.59,3.43,46079,2123274241
46080,46081,0,Ideal,E,SI1,60.8,55.0,1737,5.2,5.24,3.18,46080,2123366400
46081,46082,0,Fair,E,VS2,64.7,60.0,1737,5.13,5.14,3.32,46081,2123458561
46082,46083,0,Very Good,F,VS1,62.6,59.0,1738,5.03,5.06,3.16,46082,2123550724
46083,46084,0,Premium,E,SI1,61.9,58.0,1738,5.39,5.43,3.35,46083,2123642889
46084,46085,0,Ideal,E,SI1,61.5,56.0,1738,5.39,5.51,3.35,46084,2123735056
46085,46086,0,Good,D,VS1,57.5,60.0,1738,5.18,5.25,3.0,46085,2123827225
46086,46087,0,Ideal,F,VS2,60.0,57.0,1739,5.36,5.38,3.22,46086,2123919396
46087,46088,0,Ideal,F,VS2,62.2,55.0,1739,5.25,5.28,3.28,46087,2124011569
46088,46089,0,Ideal,E,VS2,61.3,55.0,1739,5.22,5.25,3.21,46088,2124103744
46089,46090,0,Ideal,E,VS2,62.0,56.0,1739,5.16,5.2,3.21,46089,2124195921
46090,46091,0,Premium,E,VS1,59.2,59.0,1739,5.29,5.25,3.12,46090,2124288100
46091,46092,0,Fair,H,I1,64.3,59.0,1739,6.38,5.88,3.98,46091,2124380281
46092,46093,0,Fair,H,I1,69.2,56.0,1739,5.97,5.83,4.08,46092,2124472464
46093,46094,0,Ideal,D,VS2,61.0,57.0,1740,5.15,5.18,3.15,46093,2124564649
46094,46095,0,Ideal,F,VS1,61.6,55.0,1740,5.24,5.21,3.22,46094,2124656836
46095,46096,0,Premium,G,SI2,62.0,59.0,1740,5.69,5.65,3.52,46095,2124749025
46096,46097,0,Very Good,G,SI2,63.4,56.0,1740,5.71,5.6,3.59,46096,2124841216
46097,46098,0,Very Good,F,VS1,63.2,56.0,1741,5.27,5.31,3.34,46097,2124933409
46098,46099,0,Ideal,G,VVS2,61.9,58.0,1741,5.06,5.09,3.14,46098,2125025604
46099,46100,0,Very Good,G,VS1,59.6,58.0,1741,5.21,5.22,3.11,46099,2125117801
46100,46101,0,Ideal,E,VS2,62.2,54.0,1741,5.29,5.26,3.28,46100,2125210000
46101,46102,0,Ideal,H,VVS1,60.5,57.0,1741,5.32,5.35,3.23,46101,2125302201
46102,46103,0,Good,F,VS1,58.3,61.0,1741,5.49,5.54,3.21,46102,2125394404
46103,46104,0,Very Good,E,VS1,58.6,57.0,1742,5.43,5.46,3.19,46103,2125486609
46104,46105,0,Ideal,E,VS1,61.7,56.0,1742,5.13,5.18,3.18,46104,2125578816
46105,46106,0,Ideal,I,VVS1,62.0,55.0,1742,5.46,5.49,3.39,46105,2125671025
46106,46107,0,Ideal,I,VVS1,61.0,55.0,1742,5.43,5.48,3.33,46106,2125763236
46107,46108,0,Ideal,E,SI1,60.1,55.0,1742,5.42,5.56,3.3,46107,2125855449
46108,46109,0,Very Good,G,VS1,62.8,57.0,1743,5.2,5.21,3.27,46108,2125947664
46109,46110,0,Ideal,D,SI1,61.6,57.0,1743,5.41,5.44,3.34,46109,2126039881
46110,46111,0,Very Good,D,SI1,62.8,57.0,1743,5.32,5.38,3.36,46110,2126132100
46111,46112,0,Ideal,H,VVS1,61.6,54.0,1743,5.2,5.25,3.22,46111,2126224321
46112,46113,0,Ideal,H,VVS1,62.4,54.0,1743,5.18,5.2,3.24,46112,2126316544
46113,46114,0,Ideal,E,VS2,60.7,57.0,1743,5.27,5.3,3.2,46113,2126408769
46114,46115,0,Good,D,VS1,59.3,58.0,1743,5.09,5.13,3.03,46114,2126500996
46115,46116,0,Ideal,I,VVS1,61.1,55.0,1743,5.35,5.33,3.26,46115,2126593225
46116,46117,0,Ideal,F,VS2,62.9,55.0,1743,5.39,5.32,3.37,46116,2126685456
46117,46118,0,Premium,I,VVS1,60.6,59.0,1743,5.33,5.29,3.22,46117,2126777689
46118,46119,0,Ideal,G,VS1,62.1,54.0,1743,5.17,5.14,3.2,46118,2126869924
46119,46120,0,Ideal,E,VS2,61.3,56.0,1743,5.21,5.17,3.18,46119,2126962161
46120,46121,0,Ideal,E,VS2,62.4,57.0,1743,5.14,5.12,3.2,46120,2127054400
46121,46122,0,Premium,E,VS2,62.8,55.0,1743,5.15,5.11,3.22,46121,2127146641
46122,46123,0,Ideal,F,SI2,62.0,57.0,1743,5.68,5.64,3.51,46122,2127238884
46123,46124,0,Very Good,H,VVS1,63.2,57.0,1744,5.06,5.1,3.21,46123,2127331129
46124,46125,0,Very Good,E,VS2,62.1,60.0,1744,5.19,5.24,3.24,46124,2127423376
46125,46126,0,Ideal,F,VS1,61.7,54.0,1744,5.14,5.17,3.18,46125,2127515625
46126,46127,0,Ideal,F,VS1,61.9,56.0,1744,5.11,5.17,3.18,46126,2127607876
46127,46128,0,Ideal,F,VS1,62.5,55.0,1744,5.08,5.13,3.19,46127,2127700129
46128,46129,0,Ideal,F,VS1,62.1,56.0,1744,5.13,5.15,3.19,46128,2127792384
46129,46130,0,Premium,F,VS1,61.4,58.0,1744,5.15,5.18,3.17,46129,2127884641
46130,46131,0,Good,I,VS1,61.1,61.7,1744,5.55,5.59,3.4,46130,2127976900
46131,46132,0,Premium,I,SI2,59.2,58.0,1744,5.9,5.85,3.47,46131,2128069161
46132,46133,0,Ideal,H,VVS2,62.1,57.0,1745,5.26,5.3,3.27,46132,2128161424
46133,46134,0,Very Good,F,VS2,63.0,56.8,1745,5.18,5.22,3.28,46133,2128253689
46134,46135,0,Good,F,VS2,64.2,53.8,1745,5.12,5.19,3.31,46134,2128345956
46135,46136,0,Ideal,E,VVS1,61.1,56.0,1745,4.8,4.82,2.94,46135,2128438225
