Unnamed: 0,carat,cut,color,clarity,depth,table,cost,x,y,z,Zeroes,ones
45652,0,Ideal,J,SI1,62.0,54.0,525,4.67,4.71,2.91,45651,2084013801
45653,0,Ideal,J,SI1,61.8,54.0,525,4.68,4.7,2.9,45652,2084105104
45654,0,Ideal,H,IF,61.4,57.0,525,4.05,4.08,2.49,45653,2084196409
45655,0,Premium,E,VS2,59.7,61.0,525,4.1,4.08,2.44,45654,2084287716
45656,0,Very Good,E,VVS2,63.1,55.0,526,3.98,4.04,2.53,45655,2084379025
45657,0,Very Good,E,VVS1,60.1,57.0,526,4.08,4.11,2.46,45656,2084470336
45658,0,Very Good,E,SI1,59.7,59.9,526,4.36,4.4,2.61,45657,2084561649
45659,0,Very Good,F,IF,63.3,59.0,526,3.99,4.04,2.54,45658,2084652964
45660,0,Ideal,F,VVS2,62.4,55.0,526,3.99,4.02,2.5,45659,2084744281
45661,0,Premium,F,SI1,62.3,58.0,1693,5.26,5.2,3.26,45660,2084835600
45662,0,Very Good,G,VS1,61.0,58.0,1694,5.08,5.15,3.12,45661,2084926921
45663,0,Ideal,D,SI1,61.2,56.0,1694,5.38,5.43,3.31,45662,2085018244
45664,0,Good,D,SI1,63.7,56.0,1694,5.32,5.35,3.4,45663,2085109569
45665,0,Ideal,G,VS1,62.8,55.0,1694,5.16,5.13,3.23,45664,2085200896
45666,0,Ideal,G,VS1,63.0,54.0,1694,5.17,5.12,3.24,45665,2085292225
45667,0,Ideal,D,VS2,61.8,57.0,1694,5.17,5.21,3.21,45666,2085383556
45668,0,Ideal,G,VS1,61.3,56.0,1694,5.2,5.17,3.18,45667,2085474889
45669,0,Ideal,E,VS2,61.4,54.0,1694,5.23,5.2,3.2,45668,2085566224
45670,0,Ideal,E,VS2,61.5,56.0,1694,5.2,5.18,3.19,45669,2085657561
45671,0,Ideal,E,VS2,61.3,57.0,1694,5.22,5.19,3.19,45670,2085748900
45672,0,Ideal,E,VS2,62.1,56.0,1694,5.2,5.17,3.22,45671,2085840241
45673,0,Ideal,E,VS2,60.4,57.0,1694,5.22,5.17,3.14,45672,2085931584
45674,0,Very Good,E,VS2,63.4,57.0,1694,5.16,5.12,3.26,45673,2086022929
45675,0,Premium,E,VS2,61.6,59.0,1694,5.16,5.14,3.17,45674,2086114276
45676,0,Premium,E,VS2,62.5,60.0,1694,5.14,5.1,3.2,45675,2086205625
45677,0,Ideal,E,VS2,61.7,57.0,1694,5.17,5.1,3.17,45676,2086296976
45678,0,Ideal,H,VS2,61.8,54.0,1694,5.34,5.31,3.29,45677,2086388329
45679,0,Ideal,H,VVS1,62.4,55.0,1695,5.11,5.15,3.2,45678,2086479684
45680,0,Ideal,E,VS2,61.3,55.0,1695,5.13,5.15,3.15,45679,2086571041
45681,0,Ideal,E,VS2,61.6,59.0,1695,5.21,5.24,3.22,45680,2086662400
45682,0,Ideal,G,VS1,61.9,55.0,1695,5.22,5.25,3.24,45681,2086753761
45683,0,Ideal,F,VS1,61.6,57.0,1695,5.07,5.09,3.13,45682,2086845124
45684,0,Ideal,F,VS1,61.2,56.0,1695,5.13,5.17,3.15,45683,2086936489
45685,0,Good,E,VS2,59.8,61.0,1695,5.29,5.32,3.17,45684,2087027856
45686,0,Ideal,H,VVS2,61.1,56.0,1696,5.23,5.28,3.21,45685,2087119225
45687,0,Ideal,H,VVS2,61.8,56.0,1696,5.25,5.27,3.25,45686,2087210596
45688,0,Premium,I,SI2,62.1,58.0,1696,5.7,5.67,3.53,45687,2087301969
45689,0,Fair,D,SI2,71.6,55.0,1696,5.47,5.28,3.85,45688,2087393344
45690,0,Very Good,F,VS1,62.4,59.0,1697,5.04,5.09,3.16,45689,2087484721
45691,0,Very Good,E,VS1,60.4,59.0,1697,5.16,5.2,3.13,45690,2087576100
45692,0,Ideal,F,VS1,60.7,55.0,1697,5.32,5.25,3.21,45691,2087667481
45693,0,Ideal,E,VS1,61.8,55.0,1697,5.15,5.18,3.19,45692,2087758864
45694,0,Good,H,SI2,64.2,58.0,1697,5.56,5.6,3.58,45693,2087850249
45695,0,Fair,I,SI1,65.8,57.0,1697,5.46,5.55,3.62,45694,2087941636
45696,0,Very Good,G,VS1,63.6,56.0,1698,5.17,5.24,3.31,45695,2088033025
45697,0,Very Good,H,SI1,61.0,55.0,1698,5.18,5.21,3.17,45696,2088124416
45698,0,Premium,E,VS1,58.8,62.0,1698,5.17,5.14,3.03,45697,2088215809
45699,0,Ideal,I,VVS1,61.6,55.0,1698,5.4,5.45,3.34,45698,2088307204
45700,0,Ideal,E,VS2,60.9,59.0,1698,5.36,5.44,3.29,45699,2088398601
45701,0,Ideal,E,VS2,62.2,55.0,1698,5.3,5.34,3.31,45700,2088490000
45702,0,Ideal,D,SI1,61.4,55.0,1698,5.43,5.45,3.34,45701,2088581401
45703,0,Ideal,I,VVS1,62.0,56.0,1698,5.29,5.26,3.27,45702,2088672804
45704,0,Premium,I,VVS1,62.4,56.0,1698,5.28,5.24,3.28,45703,2088764209
45705,0,Ideal,I,VVS1,62.0,57.0,1698,5.33,5.29,3.29,45704,2088855616
45706,0,Ideal,G,VS2,62.1,56.0,1698,5.31,5.29,3.29,45705,2088947025
45707,0,Ideal,G,VS2,61.0,57.0,1698,5.34,5.32,3.25,45706,2089038436
45708,0,Ideal,H,VS1,62.8,56.0,1698,5.28,5.23,3.3,45707,2089129849
45709,0,Ideal,G,VS2,61.2,56.0,1698,5.33,5.29,3.25,45708,2089221264
45710,0,Ideal,G,VS2,61.7,56.0,1698,5.34,5.3,3.28,45709,2089312681
45711,0,Ideal,G,VS2,60.6,57.0,1698,5.36,5.33,3.24,45710,2089404100
45712,0,Premium,G,VS2,60.9,58.0,1698,5.36,5.34,3.26,45711,2089495521
45713,0,Premium,G,VS2,62.5,57.0,1698,5.28,5.25,3.29,45712,2089586944
45714,0,Ideal,G,VS2,62.0,56.0,1698,5.3,5.28,3.28,45713,2089678369
45715,0,Ideal,G,VS2,61.9,55.0,1698,5.32,5.28,3.28,45714,2089769796
45716,0,Ideal,E,SI1,62.3,56.0,1698,5.3,5.26,3.29,45715,2089861225
45717,0,Ideal,E,SI1,61.7,56.0,1698,5.33,5.3,3.28,45716,2089952656
45718,0,Ideal,E,SI1,60.9,56.0,1698,5.35,5.32,3.25,45717,2090044089
45719,0,Ideal,E,SI1,62.7,57.0,1698,5.27,5.23,3.29,45718,2090135524
45720,0,Ideal,F,VS2,61.2,55.0,1698,5.3,5.28,3.24,45719,2090226961
45721,0,Premium,F,VS2,62.2,58.0,1698,5.26,5.22,3.26,45720,2090318400
45722,0,Ideal,F,VS2,62.7,55.0,1698,5.26,5.24,3.29,45721,2090409841
45723,0,Premium,D,SI1,61.6,56.0,1698,5.28,5.24,3.24,45722,2090501284
45724,0,Premium,D,SI1,62.7,59.0,1698,5.25,5.22,3.28,45723,2090592729
45725,0,Premium,E,SI1,60.0,57.0,1698,5.52,5.48,3.3,45724,2090684176
45726,0,Very Good,H,SI2,63.3,57.0,1698,5.7,5.67,3.6,45725,2090775625
45727,0,Ideal,F,SI1,62.6,56.0,1698,5.53,5.49,3.45,45726,2090867076
45728,0,Premium,D,SI1,60.5,60.0,1698,5.3,5.27,3.2,45727,2090958529
45729,0,Premium,E,SI1,60.8,58.0,1698,5.32,5.29,3.22,45728,2091049984
45730,0,Premium,F,VS2,59.7,58.0,1698,5.37,5.31,3.19,45729,2091141441
45731,0,Good,J,SI2,61.6,57.2,1699,5.65,5.68,3.49,45730,2091232900
45732,0,Good,I,SI2,63.4,59.0,1699,5.66,5.57,3.56,45731,2091324361
45733,0,Ideal,E,VS2,62.8,57.0,1699,5.21,5.23,3.28,45732,2091415824
45734,0,Ideal,H,VS1,62.0,55.0,1699,5.15,5.19,3.2,45733,2091507289
45735,0,Ideal,H,VS1,61.0,56.0,1699,5.15,5.23,3.17,45734,2091598756
45736,0,Premium,E,VS2,60.7,59.0,1699,5.13,5.11,3.11,45735,2091690225
45737,0,Premium,E,VS2,60.5,60.0,1699,5.13,5.09,3.09,45736,2091781696
45738,0,Premium,H,SI2,61.2,59.0,1699,5.83,5.77,3.55,45737,2091873169
45739,0,Very Good,D,SI1,62.4,58.0,1700,5.42,5.47,3.4,45738,2091964644
45740,0,Ideal,E,VS1,60.9,57.0,1700,5.19,5.25,3.18,45739,2092056121
45741,0,Ideal,F,SI1,61.9,55.0,1700,5.25,5.29,3.26,45740,2092147600
45742,0,Ideal,E,SI1,61.5,57.0,1700,5.08,5.1,3.13,45741,2092239081
45743,0,Good,D,VS2,63.4,56.0,1701,5.09,5.16,3.25,45742,2092330564
45744,0,Very Good,D,VS2,59.4,61.0,1701,5.23,5.24,3.11,45743,2092422049
45745,0,Good,D,VS2,63.5,57.0,1701,5.08,5.13,3.24,45744,2092513536
45746,0,Ideal,D,VS2,62.0,53.0,1701,5.17,5.21,3.22,45745,2092605025
45747,0,Good,D,VS1,64.2,55.0,1701,5.01,5.08,3.24,45746,2092696516
45748,0,Fair,G,VS1,64.7,60.0,1701,5.23,5.28,3.41,45747,2092788009
45749,0,Ideal,H,VVS1,62.7,57.0,1702,5.12,5.15,3.22,45748,2092879504
45750,0,Ideal,F,VS2,60.9,57.0,1702,5.3,5.34,3.24,45749,2092971001
45751,0,Ideal,I,SI2,61.5,53.0,1702,5.74,5.77,3.54,45750,2093062500
45752,0,Very Good,D,VS2,59.1,59.0,1703,5.19,5.24,3.08,45751,2093154001
45753,0,Ideal,D,VS2,61.4,55.0,1704,5.24,5.21,3.21,45752,2093245504
45754,0,Premium,G,VS1,61.7,60.0,1704,5.46,5.4,3.35,45753,2093337009
45755,0,Premium,E,VS2,61.2,62.0,1704,5.48,5.44,3.34,45754,2093428516
45756,0,Fair,E,VVS2,65.5,58.0,1705,4.91,4.86,3.2,45755,2093520025
45757,0,Ideal,G,VS2,62.0,57.0,1705,5.31,5.4,3.32,45756,2093611536
45758,0,Ideal,F,SI1,62.2,57.0,1705,5.37,5.33,3.33,45757,2093703049
45759,0,Fair,H,I1,61.1,60.0,1705,6.26,6.07,3.77,45758,2093794564
45760,0,Fair,H,I1,66.9,60.0,1705,6.15,6.04,4.09,45759,2093886081
45761,0,Very Good,I,VS2,62.7,57.0,1706,5.39,5.42,3.39,45760,2093977600
45762,0,Very Good,F,VS2,60.8,57.0,1706,5.29,5.33,3.23,45761,2094069121
45763,0,Very Good,F,VS1,61.0,59.0,1706,5.16,5.1,3.13,45762,2094160644
45764,0,Very Good,H,IF,61.3,60.0,1706,5.08,5.17,3.14,45763,2094252169
45765,0,Ideal,F,VS2,60.2,57.0,1706,5.43,5.48,3.28,45764,2094343696
45766,0,Ideal,H,VS1,61.6,56.9,1706,5.4,5.49,3.36,45765,2094435225
45767,0,Good,H,VS1,60.1,60.3,1706,5.47,5.5,3.29,45766,2094526756
45768,0,Ideal,D,SI1,61.2,57.0,1706,5.24,5.19,3.19,45767,2094618289
45769,0,Ideal,F,VS1,62.5,57.0,1707,5.17,5.13,3.22,45768,2094709824
45770,0,Very Good,E,VS2,61.2,58.0,1707,5.21,5.28,3.21,45769,2094801361
45771,0,Ideal,D,VS1,60.9,56.0,1707,5.17,5.21,3.16,45770,2094892900
45772,0,Premium,G,VVS2,61.0,58.0,1707,5.15,5.21,3.16,45771,2094984441
45773,0,Ideal,E,VS2,60.8,55.0,1707,5.26,5.3,3.21,45772,2095075984
45774,0,Ideal,E,VS2,61.4,55.0,1707,5.19,5.24,3.2,45773,2095167529
45775,0,Very Good,I,IF,58.8,61.0,1708,5.29,5.35,3.13,45774,2095259076
45776,0,Premium,E,SI1,58.5,58.0,1708,5.68,5.64,3.31,45775,2095350625
45777,0,Ideal,F,VS2,61.0,55.0,1708,5.33,5.35,3.26,45776,2095442176
45778,0,Ideal,E,VS2,61.7,56.0,1708,5.13,5.18,3.18,45777,2095533729
45779,0,Ideal,G,VS1,61.5,54.9,1708,5.13,5.25,3.17,45778,2095625284
45780,0,Ideal,G,VS1,60.9,56.0,1708,5.16,5.19,3.15,45779,2095716841
45781,0,Ideal,E,VS1,61.5,53.0,1708,5.17,5.24,3.2,45780,2095808400
45782,0,Ideal,D,SI1,61.3,55.0,1708,5.32,5.35,3.27,45781,2095899961
45783,0,Good,I,VS2,60.7,61.4,1708,5.6,5.64,3.41,45782,2095991524
45784,0,Good,D,VS2,64.0,56.0,1708,5.04,5.02,3.22,45783,2096083089
45785,0,Premium,E,SI1,61.1,56.0,1708,5.68,5.62,3.45,45784,2096174656
45786,0,Premium,E,VS2,58.1,62.0,1708,5.46,5.38,3.15,45785,2096266225
45787,0,Premium,H,SI1,58.7,60.0,1708,5.8,5.76,3.39,45786,2096357796
45788,0,Ideal,J,VVS2,62.4,57.0,1709,5.48,5.51,3.43,45787,2096449369
45789,0,Very Good,I,VVS1,62.8,58.0,1709,5.3,5.34,3.34,45788,2096540944
45790,0,Premium,E,VS2,60.0,58.0,1709,5.34,5.29,3.19,45789,2096632521
45791,0,Ideal,F,VS2,61.7,56.0,1709,5.25,5.31,3.26,45790,2096724100
45792,0,Ideal,F,VS2,60.9,56.0,1709,5.3,5.34,3.24,45791,2096815681
45793,0,Ideal,H,VS1,61.8,56.0,1709,5.21,5.25,3.23,45792,2096907264
45794,0,Very Good,G,VS1,63.4,57.0,1709,5.08,5.04,3.21,45793,2096998849
45795,0,Ideal,E,VS2,61.7,53.0,1709,5.2,5.18,3.2,45794,2097090436
45796,0,Premium,E,VS2,62.5,60.0,1709,5.1,5.08,3.18,45795,2097182025
45797,0,Premium,E,VS2,63.0,59.0,1709,5.08,5.05,3.19,45796,2097273616
45798,0,Very Good,H,VS2,61.7,63.0,1709,5.48,5.42,3.36,45797,2097365209
45799,0,Fair,E,VS2,65.5,51.0,1709,5.06,5.01,3.3,45798,2097456804
45800,0,Premium,G,VS1,60.2,57.0,1709,5.24,5.2,3.14,45799,2097548401
45801,0,Premium,H,VVS1,62.5,58.0,1710,5.05,5.1,3.17,45800,2097640000
45802,0,Good,H,VVS1,63.5,58.0,1710,4.98,5.03,3.18,45801,2097731601
45803,0,Premium,F,VS1,61.3,59.0,1710,5.09,5.15,3.14,45802,2097823204
45804,0,Premium,F,VS1,61.8,60.0,1710,5.06,5.1,3.14,45803,2097914809
45805,0,Premium,F,VS1,62.0,58.0,1710,5.03,5.1,3.14,45804,2098006416
45806,0,Very Good,F,VS1,62.3,55.0,1710,5.06,5.09,3.16,45805,2098098025
45807,0,Ideal,F,VS1,62.5,57.0,1710,5.06,5.09,3.17,45806,2098189636
45808,0,Ideal,H,VVS1,60.6,55.0,1710,5.13,5.17,3.12,45807,2098281249
45809,0,Good,F,VS1,61.2,62.0,1710,5.12,5.05,3.11,45808,2098372864
45810,0,Ideal,F,VS2,62.3,56.0,1711,5.12,5.08,3.18,45809,2098464481
45811,0,Ideal,G,SI1,62.3,58.0,1711,5.44,5.48,3.4,45810,2098556100
45812,0,Ideal,G,SI2,62.7,54.0,1711,5.71,5.64,3.56,45811,2098647721
45813,0,Very Good,F,VS1,62.0,59.0,1712,5.3,5.34,3.3,45812,2098739344
45814,0,Premium,F,VS2,61.6,57.1,1712,5.15,5.21,3.19,45813,2098830969
45815,0,Very Good,E,VS2,61.8,59.0,1712,5.35,5.4,3.32,45814,2098922596
45816,0,Ideal,E,VS2,61.3,55.0,1712,5.18,5.2,3.18,45815,2099014225
45817,0,Ideal,D,VS2,61.9,59.0,1712,5.07,5.1,3.15,45816,2099105856
45818,0,Ideal,G,VS1,61.8,55.0,1712,5.28,5.37,3.29,45817,2099197489
45819,0,Ideal,I,SI1,61.2,57.0,1712,5.6,5.64,3.44,45818,2099289124
45820,0,Ideal,H,IF,60.2,56.0,1712,5.29,5.32,3.19,45819,2099380761
45821,0,Good,F,VS1,59.1,62.0,1712,5.36,5.42,3.19,45820,2099472400
45822,0,Good,F,VS1,63.2,61.0,1712,5.2,5.28,3.3,45821,2099564041
45823,0,Good,F,VS1,58.6,62.0,1712,5.3,5.45,3.16,45822,2099655684
45824,0,Ideal,I,VVS1,62.7,57.0,1712,5.23,5.17,3.26,45823,2099747329
45825,0,Ideal,I,VVS1,61.7,56.0,1712,5.29,5.24,3.25,45824,2099838976
45826,0,Premium,I,VVS1,61.3,59.0,1712,5.3,5.27,3.24,45825,2099930625
45827,0,Premium,G,SI1,59.9,59.0,1712,5.69,5.62,3.39,45826,2100022276
45828,0,Very Good,D,VS2,60.1,63.0,1712,5.13,5.09,3.07,45827,2100113929
45829,0,Fair,G,I1,69.7,58.0,1712,6.08,5.98,4.21,45828,2100205584
45830,0,Fair,G,VVS2,64.9,58.0,1712,5.0,4.95,3.23,45829,2100297241
45831,0,Ideal,J,SI1,61.0,57.0,1713,5.78,5.8,3.53,45830,2100388900
45832,0,Ideal,I,VVS1,62.5,54.0,1713,5.43,5.49,3.41,45831,2100480561
45833,0,Ideal,E,VS2,62.8,55.0,1713,5.21,5.24,3.28,45832,2100572224
45834,0,Ideal,E,SI1,60.9,57.0,1713,5.17,5.2,3.16,45833,2100663889
45835,0,Good,E,VS1,61.0,61.0,1714,5.07,5.12,3.11,45834,2100755556
45836,0,Ideal,E,VS2,60.3,57.0,1715,5.3,5.28,3.19,45835,2100847225
45837,0,Ideal,E,VS2,59.8,57.0,1715,5.34,5.3,3.18,45836,2100938896
45838,0,Ideal,E,VS2,62.0,55.0,1715,5.28,5.24,3.26,45837,2101030569
45839,0,Ideal,H,SI2,60.6,54.0,1715,5.73,5.65,3.45,45838,2101122244
45840,0,Premium,F,SI2,60.2,58.0,1715,5.36,5.33,3.22,45839,2101213921
45841,0,Very Good,F,SI1,62.1,57.4,1715,5.39,5.45,3.35,45840,2101305600
45842,0,Very Good,G,VVS2,62.1,61.0,1715,5.07,5.1,3.16,45841,2101397281
45843,0,Good,G,VVS2,63.8,56.0,1715,5.03,5.06,3.22,45842,2101488964
45844,0,Good,G,VVS2,63.9,58.0,1715,5.0,5.05,3.21,45843,2101580649
45845,0,Very Good,G,VVS2,62.2,61.0,1715,5.07,5.09,3.16,45844,2101672336
45846,0,Good,G,VVS2,63.4,57.0,1715,5.06,5.1,3.22,45845,2101764025
45847,0,Very Good,G,VVS2,60.5,62.0,1715,5.07,5.14,3.09,45846,2101855716
45848,0,Ideal,H,VVS2,61.7,57.0,1715,5.26,5.28,3.25,45847,2101947409
45849,0,Good,I,SI1,64.2,57.0,1715,5.59,5.57,3.58,45848,2102039104
45850,0,Ideal,I,VVS1,62.0,56.0,1715,5.39,5.43,3.35,45849,2102130801
45851,0,Ideal,G,VS2,61.8,55.0,1715,5.25,5.3,3.26,45850,2102222500
45852,0,Ideal,F,VS2,61.4,56.0,1715,5.28,5.31,3.25,45851,2102314201
45853,0,Ideal,H,VS1,61.1,57.0,1715,5.31,5.34,3.25,45852,2102405904
45854,0,Good,E,VS2,60.3,61.0,1715,5.31,5.37,3.22,45853,2102497609
45855,0,Premium,D,SI1,62.3,60.0,1715,5.22,5.18,3.24,45854,2102589316
45856,0,Ideal,D,SI1,62.6,55.0,1715,5.23,5.19,3.26,45855,2102681025
45857,0,Very Good,H,VVS1,63.3,57.0,1715,5.06,5.02,3.19,45856,2102772736
45858,0,Premium,F,VS1,58.0,59.0,1715,5.3,5.22,3.05,45857,2102864449
45859,0,Very Good,G,SI2,63.2,57.0,1715,5.66,5.59,3.55,45858,2102956164
45860,0,Very Good,G,SI2,63.4,57.0,1715,5.62,5.58,3.55,45859,2103047881
45861,0,Fair,G,I1,64.5,57.0,1715,5.86,5.83,3.77,45860,2103139600
45862,0,Premium,F,VS1,61.6,58.0,1715,5.11,5.06,3.13,45861,2103231321
45863,0,Premium,I,SI2,63.0,56.0,1715,5.71,5.63,3.57,45862,2103323044
45864,0,Very Good,D,VS1,63.1,57.0,1715,5.04,5.0,3.17,45863,2103414769
45865,0,Premium,E,SI2,61.3,59.0,1715,5.48,5.39,3.33,45864,2103506496
45866,0,Fair,F,VS2,59.6,60.0,1715,4.42,4.34,2.61,45865,2103598225
45867,0,Very Good,D,I1,59.7,63.0,1715,5.8,5.7,3.43,45866,2103689956
45868,0,Ideal,D,VS2,62.9,56.0,1716,5.1,5.07,3.2,45867,2103781689
45869,0,Ideal,D,VS2,61.4,57.0,1716,5.13,5.16,3.16,45868,2103873424
45870,0,Very Good,D,VS2,62.0,59.0,1716,5.08,5.12,3.16,45869,2103965161
45871,0,Premium,D,VS2,62.7,59.0,1716,5.05,5.09,3.18,45870,2104056900
45872,0,Premium,D,VS2,62.0,60.0,1716,5.07,5.12,3.16,45871,2104148641
45873,0,Ideal,E,VS1,61.9,56.0,1716,5.09,5.12,3.16,45872,2104240384
45874,0,Premium,D,VS2,60.9,58.0,1716,5.18,5.14,3.14,45873,2104332129
45875,0,Ideal,D,VS2,61.9,55.0,1716,5.19,5.15,3.2,45874,2104423876
45876,0,Very Good,E,VS1,60.0,57.0,1717,5.18,5.25,3.13,45875,2104515625
45877,0,Very Good,E,VS1,61.0,59.0,1717,5.13,5.17,3.14,45876,2104607376
45878,0,Premium,G,SI2,59.9,59.0,1717,5.79,5.82,3.48,45877,2104699129
45879,0,Premium,G,VS2,62.6,56.0,1717,5.39,5.34,3.36,45878,2104790884
45880,0,Ideal,D,VS2,60.3,57.0,1718,5.42,5.4,3.26,45879,2104882641
45881,0,Ideal,D,VVS1,61.5,55.0,1718,4.61,4.63,2.84,45880,2104974400
45882,0,Ideal,G,SI1,61.8,56.0,1718,5.37,5.39,3.32,45881,2105066161
45883,0,Ideal,F,SI1,61.7,56.0,1718,5.3,5.26,3.25,45882,2105157924
45884,0,Very Good,E,VS2,61.6,60.0,1719,5.23,5.27,3.23,45883,2105249689
45885,0,Ideal,G,VS2,61.1,56.0,1719,5.4,5.43,3.31,45884,2105341456
45886,0,Ideal,G,VS2,60.6,55.0,1719,5.42,5.45,3.3,45885,2105433225
45887,0,Premium,H,VS2,62.8,59.0,1719,5.44,5.3,3.37,45886,2105524996
45888,0,Ideal,I,VS1,62.7,57.0,1720,5.17,5.14,3.23,45887,2105616769
45889,0,Ideal,J,VVS2,61.6,57.0,1720,5.25,5.23,3.23,45888,2105708544
45890,0,Very Good,D,SI1,63.5,58.0,1720,5.29,5.32,3.37,45889,2105800321
45891,0,Ideal,H,VS1,61.3,55.1,1720,5.34,5.42,3.29,45890,2105892100
45892,0,Premium,F,VS2,60.7,59.0,1720,5.18,5.14,3.13,45891,2105983881
45893,0,Ideal,F,VS2,62.5,54.0,1720,5.17,5.14,3.22,45892,2106075664
45894,0,Premium,F,VS2,62.1,59.0,1720,5.15,5.12,3.19,45893,2106167449
45895,0,Premium,F,VS2,62.2,58.0,1720,5.17,5.12,3.2,45894,2106259236
45896,0,Ideal,D,SI1,60.9,57.0,1720,5.21,5.17,3.16,45895,2106351025
45897,0,Ideal,D,SI1,61.5,55.0,1720,5.22,5.19,3.2,45896,2106442816
45898,0,Ideal,D,SI1,60.0,56.0,1720,5.24,5.19,3.13,45897,2106534609
45899,0,Premium,D,SI1,61.4,58.0,1720,5.19,5.16,3.18,45898,2106626404
45900,0,Ideal,D,SI1,61.8,57.0,1720,5.19,5.14,3.19,45899,2106718201
45901,0,Ideal,D,SI1,62.4,56.0,1720,5.17,5.12,3.21,45900,2106810000
45902,0,Ideal,D,SI1,62.2,57.0,1720,5.16,5.13,3.2,45901,2106901801
45903,0,Ideal,D,SI1,62.7,56.0,1720,5.17,5.14,3.23,45902,2106993604
45904,0,Ideal,D,SI1,62.4,57.0,1720,5.18,5.14,3.22,45903,2107085409
45905,0,Premium,D,SI1,60.2,62.0,1720,5.31,5.25,3.18,45904,2107177216
45906,0,Good,G,SI2,57.9,63.0,1720,6.05,6.0,3.49,45905,2107269025
45907,0,Ideal,E,SI1,61.5,56.0,1720,5.26,5.22,3.23,45906,2107360836
45908,0,Premium,H,VS1,62.6,59.0,1720,5.22,5.19,3.26,45907,2107452649
45909,0,Fair,I,SI1,65.0,56.0,1720,5.6,5.5,3.61,45908,2107544464
45910,0,Premium,D,SI1,58.7,58.0,1720,5.32,5.28,3.11,45909,2107636281
45911,0,Premium,E,VS2,60.9,60.0,1721,5.16,5.22,3.16,45910,2107728100
45912,0,Ideal,E,VS2,61.3,55.0,1721,5.2,5.24,3.2,45911,2107819921
45913,0,Ideal,G,VS1,62.7,55.0,1721,5.16,5.18,3.24,45912,2107911744
45914,0,Premium,G,VS1,62.4,58.0,1721,5.16,5.2,3.23,45913,2108003569
45915,0,Ideal,E,VS2,60.0,57.0,1721,5.24,5.3,3.16,45914,2108095396
45916,0,Ideal,E,VS2,61.9,56.0,1721,5.19,5.21,3.22,45915,2108187225
45917,0,Ideal,E,VS2,61.4,56.0,1721,5.18,5.25,3.2,45916,2108279056
45918,0,Ideal,G,VS1,61.9,56.0,1721,5.19,5.21,3.22,45917,2108370889
45919,0,Ideal,G,VS1,62.1,57.0,1721,5.16,5.18,3.21,45918,2108462724
45920,0,Very Good,E,VS2,61.6,57.0,1721,5.18,5.21,3.2,45919,2108554561
45921,0,Ideal,E,VS2,62.1,56.0,1721,5.17,5.2,3.22,45920,2108646400
45922,0,Ideal,E,VS2,61.9,55.0,1721,5.19,5.22,3.22,45921,2108738241
45923,0,Ideal,E,VS2,61.4,56.0,1721,5.21,5.24,3.21,45922,2108830084
45924,0,Ideal,G,VS1,62.6,54.0,1721,5.16,5.19,3.24,45923,2108921929
45925,0,Ideal,E,VS2,62.4,56.0,1721,5.16,5.2,3.23,45924,2109013776
45926,0,Ideal,G,VS1,61.8,55.0,1721,5.17,5.22,3.21,45925,2109105625
45927,0,Premium,E,VS2,59.8,58.0,1721,5.26,5.27,3.15,45926,2109197476
45928,0,Ideal,E,VS2,62.7,54.0,1721,5.15,5.18,3.24,45927,2109289329
45929,0,Very Good,G,VS1,60.1,58.0,1721,5.27,5.32,3.18,45928,2109381184
45930,0,Ideal,G,VS1,61.9,56.0,1721,5.17,5.2,3.21,45929,2109473041
45931,0,Very Good,E,SI1,60.1,59.0,1721,5.48,5.51,3.3,45930,2109564900
45932,0,Ideal,G,VS1,61.6,54.0,1721,5.21,5.24,3.22,45931,2109656761
45933,0,Ideal,E,VS1,61.8,53.0,1721,4.99,5.04,3.1,45932,2109748624
45934,0,Ideal,G,VS2,62.2,54.0,1721,5.12,5.07,3.17,45933,2109840489
45935,0,Very Good,D,VS2,63.2,56.0,1722,5.04,5.08,3.2,45934,2109932356
45936,0,Very Good,G,VS1,60.2,55.0,1722,5.25,5.28,3.17,45935,2110024225
45937,0,Very Good,F,VS1,63.3,59.0,1722,5.09,5.12,3.23,45936,2110116096
45938,0,Very Good,F,IF,60.0,58.0,1722,4.87,4.9,2.93,45937,2110207969
45939,0,Ideal,D,VS2,61.7,55.0,1722,5.2,5.24,3.22,45938,2110299844
45940,0,Ideal,G,VS1,61.4,56.0,1722,5.18,5.21,3.19,45939,2110391721
45941,0,Ideal,G,VS1,61.6,56.0,1722,5.18,5.22,3.2,45940,2110483600
45942,0,Ideal,G,VS1,61.9,55.0,1722,5.16,5.18,3.2,45941,2110575481
45943,0,Very Good,G,VVS2,62.4,56.0,1723,5.06,5.1,3.17,45942,2110667364
45944,0,Very Good,F,VS2,61.8,58.0,1723,5.35,5.4,3.32,45943,2110759249
45945,0,Very Good,H,VVS2,59.8,57.0,1723,5.39,5.48,3.25,45944,2110851136
45946,0,Ideal,F,VS2,62.6,55.0,1723,5.25,5.29,3.3,45945,2110943025
45947,0,Premium,D,SI1,61.9,58.0,1723,5.27,5.33,3.28,45946,2111034916
45948,0,Ideal,D,SI1,62.5,56.0,1723,5.24,5.26,3.28,45947,2111126809
45949,0,Ideal,D,SI1,61.2,56.0,1723,5.31,5.34,3.26,45948,2111218704
45950,0,Ideal,F,VS2,61.3,54.0,1723,5.34,5.37,3.28,45949,2111310601
